FIPS,Housing,ChildCare,Food,Transportation,Medical,Other,Taxes,MIT LWC,MIDS ChildCare,MIDS Food,MIDS Medical,MIDS Transportation,MIDS Taxes,MIDS Benefits,MIDS LW,MIDS Marriage Wage,MIDS Daycare Wage,MIDS Below LWC, 4xTC Taxes , 4xTC Benefits , 4xTC LW , 4xTC Marriage Wage , 4xTC Daycare Wage ,4xTC Below LWC, 8xTC Taxes , 8xTC Benefits , 8xTC LW , 8xTC Marriage Wage , 8xTC Daycare Wage ,8xTC Below LWC, Marriage Credit Taxes , Marriage Credit Benefits , Marriage Credit LWC , Marriage Credit Marriage Wage , Marriage Credit Daycare Wage ,Marriage Credit Below LWC,Daycare Tax, Daycare Benefits , Daycare LWC , Daycare Marriage Wage , Daycare Daycare Wage ,Daycare Below LWC, UBI_12k Tax , UBI_12k Benefits , UBI_12k LWC , UBI_12k Marriage Wage , UBI_12k Daycare Wage ,UBI_12k Below LWC, UBI_6k+MBI_12k Tax , UBI_6k+MBI_12k Benefits , UBI_6k+MBI_12k LWC , UBI_6k+MBI_12k Marriage Wage , UBI_6k+MBI_12k Daycare Wage ,UBI_6k+MBI_12k Below LWC, MBI_24k Tax , MBI_24k Benefits , MBI_24k LWC , MBI_24k Marriage Wage , MBI_24k Daycare Wage ,MBI_24k Below LWC, Expanded Safety Net Tax , Expanded Safety Net Benefits , Expanded Safety Net LWC , Expanded Safety Net Marriage Wage , Expanded Safety Net Daycare Wage ,Expanded Safety Net Below LWC
41067,11064,6648,8234,8509,5956,4344,8288,53043,8821,8234,8050,8551,2717,-1,57407.88,3142.02,20535.87,0.44,-13292,-1,51698,4285,14616,0.32,-40528,-1,46073,5484,12967,0.28,3662,-20155,52298,4993,15690,0.32,2717,-10271,52575,3426,18284,0.32,9344,-12001,84638,9482,36465,0.55,7901,-24001,51246,7238,20929,0.33,7825,-24001,51246,7238,20929,0.33,3350,-1,77792,13509,52473,0.39
42083,7644,7312,8011,7901,5639,3987,5908,46402,6139,8011,8483,7275,2473,-160,39028.84,-2280.31,16308.96,0.46,-13558,-160,23680,-20032,8208,0.2,-40361,-160,19887,-20345,7422,0.1,3403,-20314,28617,-13924,9824,0.27,2473,-10536,24036,-19628,11300,0.19,9158,-12160,37973,11951,16271,0.29,7737,-24160,21074,12525,14590,0.08,7663,-24160,21074,12525,14590,0.08,3096,-160,14110,-19187,14110,0.04
42021,7644,7312,8011,7901,5639,3987,5908,46402,6341,8011,8483,7259,2473,-160,39028.84,-2280.31,16308.96,0.47,-13558,-160,29284,-14428,13812,0.27,-40361,-160,19887,-20345,7422,0.11,3403,-20314,28617,-13924,9824,0.28,2473,-10536,24036,-19628,11300,0.2,9158,-12160,37973,11951,16271,0.3,7737,-24160,21074,12525,14590,0.1,7663,-24160,21074,12525,14590,0.1,3096,-160,14110,-19187,14110,0.04
42121,7704,7312,8011,7901,5639,3987,5917,46471,6185,8011,8483,7385,2473,-160,39028.84,-2280.31,16308.96,0.46,-13558,-160,29284,-14428,10208,0.25,-40361,-160,19887,-20345,7422,0.08,3403,-20314,28617,-13924,9824,0.26,2473,-10536,24036,-19628,11300,0.17,9158,-12160,37973,11951,16271,0.29,7737,-24160,21074,12525,12767,0.06,7663,-24160,21074,12525,12767,0.06,3096,-160,14110,-19187,14110,0.04
42033,7644,7312,8011,7901,5639,3987,5908,46402,6385,8011,8483,7332,2473,-160,39028.84,-2280.31,16308.96,0.47,-13558,-160,29284,-14428,10208,0.28,-40361,-160,19887,-20345,7422,0.1,3403,-20314,28617,-13924,9824,0.29,2473,-10536,24036,-19628,11300,0.21,9158,-12160,37973,11951,16271,0.32,7737,-24160,21074,12525,14590,0.09,7663,-24160,21074,12525,14590,0.09,3096,-160,14110,-19187,14110,0.03
42061,7644,7312,8011,7901,5639,3987,5908,46402,6402,8011,8483,7355,2473,-160,39028.84,0,16308.96,0.44,-13558,-160,29284,5604,10208,0.25,-40361,-160,23598,3711,11133,0.19,3403,-20314,28617,0,9824,0.26,2473,-10536,24036,0,11300,0.19,9158,-12160,37973,0,16271,0.28,7737,-24160,21074,0,12767,0.08,7663,-24160,21074,0,12767,0.08,3096,-160,14110,0,14110,0.05
42123,7644,7312,8011,7901,5639,3987,5908,46402,6350,8011,8483,7450,2473,-160,39028.84,0,16308.96,0.44,-13558,-160,29284,0,10208,0.24,-40361,-160,23598,3711,11133,0.18,3403,-20314,28617,0,9824,0.25,2473,-10536,24036,0,11300,0.17,9158,-12160,37973,0,16271,0.26,7737,-24160,21074,0,12767,0.05,7663,-24160,21074,0,12767,0.05,3096,-160,14110,0,14110,0.02
42087,7644,7312,8011,7901,5639,3987,5908,46402,6476,8011,8483,7353,2473,-160,39028.84,0,16308.96,0.48,-13558,-160,29284,0,10208,0.26,-40361,-160,23598,3711,11133,0.2,3403,-20314,28617,0,9824,0.27,2473,-10536,24036,0,11300,0.19,9158,-12160,37973,0,16271,0.3,7737,-24160,21074,0,12767,0.07,7663,-24160,21074,0,12767,0.07,3096,-160,14110,0,14110,0.03
42085,7692,7312,8011,7901,5639,3987,5915,46457,6528,8011,8483,7340,2473,-160,39028.84,0,16308.96,0.45,-13558,-160,29284,0,10208,0.24,-40361,-160,23598,3711,11133,0.18,3403,-20314,28617,0,9824,0.25,2473,-10536,28121,4086,15385,0.25,9158,-12160,42713,4740,21012,0.35,7737,-24160,21074,0,12767,0.08,7663,-24160,21074,0,12767,0.08,3096,-160,14110,0,14110,0.03
42111,7644,7312,8011,7901,5639,3987,5908,46402,6491,8011,8483,7465,2473,-160,39028.84,0,16308.96,0.45,-13558,-160,29284,0,10208,0.24,-40361,-160,23598,0,11133,0.17,3403,-20314,28617,0,9824,0.25,2473,-10536,28121,4086,15385,0.26,9158,-12160,42713,4740,21012,0.35,7737,-24160,22898,1824,14590,0.18,7663,-24160,22898,1824,14590,0.18,3096,-160,14110,0,14110,0.02
42039,7716,7312,8011,7901,5639,3987,5919,46485,6522,8011,8483,7400,2473,-160,39028.84,0,16308.96,0.45,-13558,-160,29284,0,10208,0.26,-40361,-160,23598,0,11133,0.19,3403,-20314,28617,0,9824,0.26,2473,-10536,28121,4086,15385,0.27,9158,-12160,42713,4740,21012,0.35,7737,-24160,22898,1824,14590,0.2,7663,-24160,22898,1824,14590,0.2,3096,-160,15895,1786,15895,0
42097,7644,7312,8011,7901,5639,3987,5908,46402,6836,8011,8483,7213,2473,-160,39028.84,0,16308.96,0.47,-13558,-160,29284,0,13812,0.26,-40361,-160,23598,0,11133,0.19,3403,-20314,28617,0,13236,0.26,2473,-10536,28121,4086,15385,0.27,9158,-12160,42713,4740,21012,0.38,7737,-24160,22898,1824,16414,0.19,7663,-24160,22898,1824,16414,0.19,3096,-160,15895,1786,15895,0.01
42005,7644,7312,8011,7901,5639,3987,5908,46402,6439,8011,8483,7633,2473,-160,39028.84,0,16308.96,0.43,-13558,-160,29284,0,10208,0.23,-40361,-160,23598,0,11133,0.18,3403,-20314,28617,0,9824,0.24,2473,-10536,28121,0,13342,0.25,9158,-12160,42713,0,17432,0.34,7737,-24160,22898,1824,14590,0.19,7663,-24160,22898,1824,14590,0.19,3096,-160,15895,1786,15895,0.02
42023,7644,7312,8011,7901,5639,3987,5908,46402,6341,8011,8483,7901,2473,-160,39028.84,0,14267.45,0.48,-13558,-160,29284,0,10208,0.25,-40361,-160,23598,0,11133,0.19,3403,-20314,28617,0,9824,0.26,2473,-10536,28121,0,13342,0.27,9158,-12160,42713,0,17432,0.34,7737,-24160,22898,0,14590,0.2,7663,-24160,22898,0,14590,0.2,3096,-160,15895,1786,12063,0
42015,7644,7312,8011,7901,5639,3987,5908,46402,6698,8011,8483,7650,2473,-160,48181.44,9152.6,25461.56,0.42,-13558,-160,29284,0,10208,0.22,-40361,-160,23598,0,11133,0.18,3403,-20314,28617,0,9824,0.22,2473,-10536,28121,0,13342,0.23,9158,-12160,42713,0,17432,0.32,7737,-24160,22898,0,14590,0.18,7663,-24160,22898,0,14590,0.18,3096,-160,15895,0,15895,0.01
42113,7644,7312,8011,7901,5639,3987,5908,46402,6491,8011,8483,7901,2473,-160,48181.44,9152.6,23420.06,0.49,-13558,-160,29284,0,10208,0.23,-40361,-160,23598,0,11133,0.19,3403,-20314,28617,0,9824,0.24,2473,-10536,28121,0,13342,0.24,9158,-12160,42713,0,17432,0.38,7737,-24160,22898,0,14590,0.19,7663,-24160,22898,0,14590,0.19,3096,-160,15895,0,12063,0
42107,7644,7312,8011,7901,5639,3987,5908,46402,7028,8011,8483,7396,2473,-160,48181.44,9152.6,25461.56,0.46,-13558,-160,29284,0,10208,0.25,-40361,-160,23598,0,11133,0.18,3403,-20314,28617,0,9824,0.26,2473,-10536,28121,0,15385,0.26,9158,-12160,42713,0,21012,0.35,7737,-24160,22898,0,14590,0.19,7663,-24160,22898,0,14590,0.19,3096,-160,15895,0,15895,0
42073,8196,7312,8011,7901,5639,3987,5989,47035,6463,8011,8483,7431,2473,-160,48181.44,9152.6,23420.06,0.47,-13558,-160,29284,0,10208,0.27,-40361,-160,23598,0,11133,0.2,3403,-20314,28617,0,9824,0.28,2473,-10536,28121,0,13342,0.28,9158,-12160,42713,0,17432,0.37,7737,-24160,22898,0,14590,0.21,7663,-24160,22898,0,14590,0.21,3096,-160,15895,0,12063,0.02
42109,7740,7312,8011,7901,5639,3987,5922,46512,6657,8011,8483,7740,2473,-160,48181.44,0,25461.56,0.42,-13558,-160,29284,0,10208,0.19,-40361,-160,23598,0,11133,0.12,3403,-20314,28617,0,9824,0.2,2473,-10536,28121,0,13342,0.21,9158,-12160,42713,0,17432,0.28,7737,-24160,22898,0,14590,0.13,7663,-24160,22898,0,14590,0.13,3096,-160,15895,0,12063,0
42117,7764,7312,8011,7901,5639,3987,5926,46540,6491,8011,8483,7901,2473,-160,48181.44,0,23420.06,0.44,-13558,-160,29284,0,10208,0.24,-40361,-160,23598,0,11133,0.18,3403,-20314,28617,0,9824,0.25,2473,-10536,28121,0,13342,0.25,9158,-12160,42713,0,17432,0.34,7737,-24160,22898,0,14590,0.19,7663,-24160,22898,0,14590,0.19,3096,-160,15895,0,12063,0
42081,7860,7312,8011,7901,5639,3987,5940,46650,6776,8011,8483,7564,2473,-160,48181.44,0,25461.56,0.45,-13558,-160,29284,0,10208,0.24,-40361,-160,23598,0,11133,0.17,3403,-20314,28617,0,9824,0.24,2473,-10536,28121,0,13342,0.25,9158,-12160,42713,0,17432,0.34,7737,-24160,22898,0,14590,0.18,7663,-24160,22898,0,14590,0.18,3096,-160,15895,0,12063,0.01
42065,7644,7312,8011,7901,5639,3987,5908,46402,6657,8011,8483,7901,2473,-160,48181.44,0,23420.06,0.48,-13558,-160,29284,0,10208,0.26,-40361,-160,23598,0,11133,0.2,3403,-20314,28617,0,9824,0.27,2473,-10536,28121,0,13342,0.27,9158,-12160,42713,0,17432,0.37,7737,-24160,22898,0,14590,0.21,7663,-24160,22898,0,14590,0.21,3096,-160,15895,0,12063,0
42067,7644,7312,8011,7901,5639,3987,5908,46402,6657,8011,8483,7901,2473,-160,48181.44,0,23420.06,0.43,-13558,-160,29284,0,10208,0.21,-40361,-160,23598,0,11133,0.14,3403,-20314,28617,0,9824,0.22,2473,-10536,28121,0,13342,0.23,9158,-12160,42713,0,17432,0.33,7737,-24160,22898,0,14590,0.15,7663,-24160,22898,0,14590,0.15,3096,-160,15895,0,12063,0.02
42009,7644,7312,8011,7901,5639,3987,5908,46402,6700,8011,8483,7901,2473,-160,48181.44,0,23420.06,0.46,-13558,-160,29284,0,10208,0.26,-40361,-160,23598,0,11133,0.19,3403,-20314,28617,0,9824,0.26,2473,-10536,28121,0,13342,0.27,9158,-12160,46092,3379,20812,0.42,7737,-24160,22898,0,14590,0.2,7663,-24160,22898,0,14590,0.2,3096,-160,15895,0,12063,0
42013,8208,7312,8011,7901,5639,3987,5990,47048,6590,8011,8483,7451,2473,-160,48181.44,0,23420.06,0.47,-13558,-160,29284,0,10208,0.25,-40361,-160,23598,0,11133,0.19,3403,-20314,28617,0,9824,0.26,2473,-10536,28121,0,13342,0.27,9158,-12160,46092,3379,20812,0.44,7737,-24160,22898,0,14590,0.2,7663,-24160,22898,0,14590,0.2,3096,-160,15895,0,12063,0.02
42063,8220,7312,8011,7901,5639,3987,5992,47062,6657,8011,8483,7462,2473,-160,48181.44,0,23420.06,0.46,-13558,-160,29284,0,10208,0.26,-40361,-160,23598,0,11133,0.2,3403,-20314,28617,0,9824,0.27,2473,-10536,28121,0,13342,0.28,9158,-12160,46092,3379,20812,0.43,7737,-24160,22898,0,14590,0.21,7663,-24160,22898,0,14590,0.21,3096,-160,15895,0,12063,0.04
42049,7992,7312,8011,7901,5639,3987,5959,46801,6811,8011,8483,7576,2473,-160,48181.44,0,23420.06,0.45,-13558,-160,29284,0,10208,0.25,-40361,-160,23598,0,11133,0.19,3403,-20314,28617,0,9824,0.26,2473,-10536,28121,0,13342,0.26,9158,-12160,46092,3379,20812,0.42,7737,-24160,22898,0,14590,0.2,7663,-24160,22898,0,14590,0.2,3096,-160,15895,0,12063,0.03
42037,8004,7312,8011,7901,5639,3987,5961,46815,6824,8011,8483,7566,2473,-160,48181.44,0,23420.06,0.45,-13558,-160,29284,0,10208,0.26,-40361,-160,23598,0,11133,0.2,3403,-20314,28617,0,9824,0.27,2473,-10536,28121,0,13342,0.27,9158,-12160,46092,0,20812,0.41,7737,-24160,22898,0,14590,0.21,7663,-24160,22898,0,14590,0.21,3096,-160,15895,0,12063,0.03
42115,8124,7312,8011,7901,5639,3987,5978,46952,6491,8011,8483,7901,2473,-160,48181.44,0,23420.06,0.42,-13558,-160,29284,0,10208,0.22,-40361,-160,23598,0,7422,0.16,3403,-20314,28617,0,9824,0.22,2473,-10536,28121,0,13342,0.23,9158,-12160,46092,0,20812,0.38,7737,-24160,24545,1648,14414,0.15,7663,-24160,24545,1648,14414,0.15,3096,-160,17681,1786,13849,0.1
42119,8316,7312,8011,7901,5639,3987,6006,47172,6918,8011,8483,7290,2473,-160,48181.44,0,23420.06,0.41,-13558,-160,29284,0,10208,0.19,-40361,-160,23598,0,11133,0.13,3403,-20314,28617,0,9824,0.2,2473,-10536,28121,0,13342,0.21,9158,-12160,46092,0,20812,0.38,7737,-24160,24545,1648,16238,0.12,7663,-24160,24545,1648,16238,0.12,3096,-160,17681,1786,13849,0.1
42053,8340,7312,8011,7901,5639,3987,6010,47200,6387,8011,8483,7901,2473,-160,48181.44,0,23420.06,0.57,-13558,-160,29284,0,10208,0.32,-40361,-160,23598,0,7422,0.25,3403,-20314,28617,0,9824,0.33,2473,-10536,28121,0,13342,0.33,9158,-12160,46092,0,20812,0.53,7737,-24160,24545,1648,14414,0.23,7663,-24160,24545,1648,14414,0.23,3096,-160,17681,1786,13849,0.13
42131,8328,7312,8011,7901,5639,3987,6008,47186,6828,8011,8483,7552,2473,-160,48181.44,0,23420.06,0.39,-13558,-160,29284,0,10208,0.21,-40361,-160,23598,0,11133,0.16,3403,-20314,28617,0,9824,0.22,2473,-10536,28121,0,13342,0.22,9158,-12160,46092,0,20812,0.36,7737,-24160,24545,1648,14414,0.15,7663,-24160,24545,1648,14414,0.15,3096,-160,17681,1786,13849,0.1
42057,7644,7312,8011,7901,5639,3987,5908,46402,7213,8011,8483,7901,2473,-160,48181.44,0,23420.06,0.43,-13558,-160,29284,0,10208,0.21,-40361,-160,23598,0,11133,0.16,3403,-20314,28617,0,9824,0.22,2473,-10536,28121,0,13342,0.22,9158,-12160,46092,0,20812,0.39,7737,-24160,24545,0,16238,0.15,7663,-24160,24545,0,16238,0.15,3096,-160,17681,0,13849,0.1
42059,7644,7312,8011,7901,5639,3987,5908,46402,7213,8011,8483,7901,2473,-160,48181.44,0,23420.06,0.45,-13558,-160,29284,0,10208,0.24,-40361,-160,23598,0,11133,0.16,3403,-20314,28617,0,9824,0.25,2473,-10536,28121,0,13342,0.25,9158,-12160,46092,0,20812,0.41,7737,-24160,24545,0,16238,0.15,7663,-24160,24545,0,16238,0.15,3096,-160,17681,0,13849,0.11
42079,8328,7312,8011,7901,5639,3987,6008,47186,6978,8011,8483,7511,2473,-160,48181.44,0,23420.06,0.46,-13558,-160,29284,0,10208,0.26,-40361,-160,23598,0,11133,0.2,3403,-20314,28617,0,9824,0.27,2473,-10536,28121,0,13342,0.27,9158,-12160,46092,0,20812,0.43,7737,-24160,24545,0,14414,0.19,7663,-24160,24545,0,14414,0.19,3096,-160,17681,0,13849,0.14
42105,7644,7312,8011,7901,5639,3987,5908,46402,7274,8011,8483,7901,2473,-160,48181.44,0,23420.06,0.49,-13558,-160,29284,0,10208,0.27,-40361,-160,23598,0,11133,0.2,3403,-20314,28617,0,9824,0.28,2473,-10536,28121,0,13342,0.29,9158,-12160,46092,0,20812,0.46,7737,-24160,24545,0,16238,0.18,7663,-24160,24545,0,16238,0.18,3096,-160,17681,0,13849,0.12
42035,8688,7312,8011,7901,5639,3987,6060,47598,6711,8011,8483,7422,2473,-160,48181.44,0,23420.06,0.47,-13558,-160,29284,0,10208,0.26,-40361,-160,23598,0,7422,0.2,3403,-20314,28617,0,9824,0.27,2473,-10536,28121,0,13342,0.28,9158,-12160,46092,0,20812,0.44,7737,-24160,24545,0,14414,0.19,7663,-24160,24545,0,14414,0.19,3096,-160,17681,0,13849,0.14
42093,8304,7312,8011,7901,5639,3987,6004,47158,7022,8011,8483,7567,2473,-160,48181.44,0,23420.06,0.4,-13558,-160,29284,0,10208,0.2,-40361,-160,23598,0,11133,0.15,3403,-20314,28617,0,9824,0.21,2473,-10536,28121,0,13342,0.21,9158,-12160,46092,0,20812,0.36,7737,-24160,24545,0,14414,0.14,7663,-24160,24545,0,14414,0.14,3096,-160,17681,0,13849,0.1
42069,8328,7312,8011,7901,5639,3987,6008,47186,7115,8011,8483,7508,2473,-160,48181.44,0,23420.06,0.45,-13558,-160,29284,0,10208,0.25,-40361,-160,23598,0,11133,0.18,3403,-20314,28617,0,9824,0.26,2473,-10536,28121,0,13342,0.26,9158,-12160,46092,0,20812,0.42,7737,-24160,24545,0,14414,0.17,7663,-24160,24545,0,14414,0.17,3096,-160,17681,0,13849,0.12
42127,8508,7312,8011,7901,5639,3987,6034,47392,6891,8011,8483,7901,2473,-160,48181.44,0,21362.43,0.41,-13558,-160,29284,0,10208,0.23,-40361,-160,23598,0,7422,0.16,3403,-20314,28617,0,9824,0.23,2473,-10536,28121,0,11300,0.24,9158,-12160,46092,0,20812,0.38,7737,-24160,27193,2648,17062,0.12,7663,-24160,27193,2648,17062,0.12,3096,-160,19466,1786,13699,0.08
42051,9468,7312,8011,7901,5639,3987,6174,48492,6387,8011,8483,7633,2473,-160,48181.44,0,21362.43,0.52,-13558,-160,29284,0,10208,0.3,-40361,-160,23598,0,7422,0.23,3403,-20314,28617,0,9824,0.31,2473,-10536,28121,0,11300,0.32,9158,-12160,46092,0,17432,0.49,7737,-24160,27193,2648,15238,0.18,7663,-24160,27193,2648,15238,0.18,3096,-160,19466,1786,13699,0.13
42007,9468,7312,8011,7901,5639,3987,6174,48492,6700,8011,8483,7621,2473,-160,48181.44,0,21362.43,0.41,-13558,-160,29284,0,10208,0.22,-40361,-160,23598,0,7422,0.17,3403,-20314,28617,0,9824,0.23,2473,-10536,31957,3836,15135,0.19,9158,-12160,49472,3379,20812,0.45,7737,-24160,27193,2648,15238,0.13,7663,-24160,27193,2648,15238,0.13,3096,-160,19466,1786,13699,0.09
42075,8556,7312,8011,7901,5639,3987,6041,47447,7381,8011,8483,7908,2473,-160,48181.44,0,21362.43,0.35,-13558,-160,29284,0,10208,0.17,-40361,-160,23598,0,7422,0.12,3403,-20314,28617,0,9824,0.17,2473,-10536,31957,3836,15135,0.14,9158,-12160,49472,3379,24191,0.39,7737,-24160,27193,2648,17062,0.09,7663,-24160,27193,2648,17062,0.09,3096,-160,19466,1786,13699,0.07
42129,9468,7312,8011,7901,5639,3987,6174,48492,6760,8011,8483,7625,2473,-160,48181.44,0,21362.43,0.4,-13558,-160,29284,0,10208,0.22,-40361,-160,23598,0,7422,0.16,3403,-20314,28617,0,9824,0.22,2473,-10536,31957,3836,15135,0.19,9158,-12160,49472,3379,20812,0.44,7737,-24160,27193,0,15238,0.12,7663,-24160,27193,0,15238,0.12,3096,-160,19466,0,13699,0.08
42125,9468,7312,8011,7901,5639,3987,6174,48492,6891,8011,8483,7621,2473,-160,51341.25,3159.81,24522.23,0.44,-13558,-160,29284,0,10208,0.2,-40361,-160,23598,0,7422,0.15,3403,-20314,28617,0,9824,0.21,2473,-10536,31957,3836,15135,0.18,9158,-12160,49472,3379,20812,0.41,7737,-24160,27193,0,15238,0.12,7663,-24160,27193,0,15238,0.12,3096,-160,21183,1717,15416,0.06
42055,8952,7312,8011,7901,5639,3987,6099,47901,7213,8011,8483,7835,2473,-160,51341.25,3159.81,24522.23,0.44,-13558,-160,29284,0,10208,0.18,-40361,-160,23598,0,7422,0.13,3403,-20314,28617,0,9824,0.18,2473,-10536,31957,0,15135,0.15,9158,-12160,49472,0,20812,0.41,7737,-24160,27193,0,15238,0.1,7663,-24160,27193,0,15238,0.1,3096,-160,21183,1717,15416,0.04
42003,9468,7312,8011,7901,5639,3987,6174,48492,7231,8011,8483,7581,2473,-160,51341.25,3159.81,24522.23,0.46,-13558,-160,29284,0,10208,0.23,-40361,-160,27309,3711,11133,0.14,3403,-20314,33779,5162,14986,0.29,2473,-10536,31957,0,15135,0.2,9158,-12160,49472,0,20812,0.44,7737,-24160,27193,0,15238,0.14,7663,-24160,27193,0,15238,0.14,3096,-160,21183,1717,15416,0.08
42047,7644,7312,8011,7901,5639,3987,5908,46402,8769,8011,8483,7901,2473,-160,51341.25,3159.81,26579.86,0.52,-13558,-160,29284,0,10208,0.22,-40361,-160,27309,3711,14844,0.12,3403,-20314,33779,5162,14986,0.29,2473,-10536,31957,0,17178,0.19,9158,-12160,49472,0,24191,0.48,7737,-24160,27193,0,18886,0.12,7663,-24160,27193,0,18886,0.12,3096,-160,21183,1717,17351,0.05
42019,9468,7312,8011,7901,5639,3987,6174,48492,7325,8011,8483,7626,2473,-160,51341.25,0,24522.23,0.4,-13558,-160,29284,0,10208,0.17,-40361,-160,27309,3711,11133,0.09,3403,-20314,33779,5162,14986,0.23,2473,-10536,31957,0,15135,0.15,9158,-12160,49472,0,20812,0.37,7737,-24160,27193,0,15238,0.1,7663,-24160,27193,0,15238,0.1,3096,-160,21183,0,15416,0.05
42031,7644,7312,8011,7901,5639,3987,5908,46402,9074,8011,8483,7901,2473,-160,51341.25,0,26579.86,0.55,-13558,-160,29284,0,10208,0.28,-40361,-160,27309,3711,14844,0.17,3403,-20314,33779,5162,14986,0.35,2473,-10536,31957,0,17178,0.25,9158,-12160,49472,0,24191,0.52,7737,-24160,27193,0,18886,0.17,7663,-24160,27193,0,18886,0.17,3096,-160,21183,0,17351,0.09
42099,10140,7312,8011,7901,5639,3987,6272,49262,7097,8011,8483,7868,2473,-160,51341.25,0,18485.27,0.41,-13558,-160,33888,4604,10208,0.21,-40361,-160,27309,0,11133,0.07,3403,-20314,33779,0,10574,0.21,2473,-10536,31957,0,13092,0.14,9158,-12160,52851,3379,24191,0.35,7737,-24160,30841,3648,17062,0.15,7663,-24160,30841,3648,17062,0.15,3096,-160,24612,3428,16759,0.1
42001,9924,7312,8011,7901,5639,3987,6241,49015,7421,8011,8483,8093,2473,-160,51341.25,0,18485.27,0.4,-13558,-160,33888,4604,10208,0.21,-40361,-160,27309,0,11133,0.08,3403,-20314,33779,0,10574,0.22,2473,-10536,31957,0,13092,0.14,9158,-12160,52851,3379,24191,0.34,7737,-24160,30841,3648,17062,0.15,7663,-24160,30841,3648,17062,0.15,3096,-160,47910,26726,40057,0.29
42041,10140,7312,8011,7901,5639,3987,6272,49262,7619,8011,8483,7859,2473,-160,51341.25,0,18485.27,0.38,-13558,-160,33888,4604,10208,0.2,-40361,-160,27309,0,11133,0.08,3403,-20314,33779,0,10574,0.2,2473,-10536,35743,3786,16878,0.19,9158,-12160,52851,3379,24191,0.33,7737,-24160,30841,3648,17062,0.14,7663,-24160,30841,3648,17062,0.14,3096,-160,47910,26726,40057,0.27
42043,10140,7312,8011,7901,5639,3987,6272,49262,7640,8011,8483,7857,2473,-160,51341.25,0,18485.27,0.44,-13558,-160,33888,4604,10208,0.25,-40361,-160,27309,0,11133,0.11,3403,-20314,33779,0,10574,0.25,2473,-10536,35743,3786,16878,0.23,9158,-12160,52851,3379,24191,0.38,7737,-24160,30841,3648,17062,0.17,7663,-24160,30841,3648,17062,0.17,3096,-160,47910,26726,40057,0.32
42133,10032,7312,8011,7901,5639,3987,6256,49138,7640,8011,8483,8054,2473,-160,51341.25,0,18485.27,0.41,-13558,-160,33888,0,10208,0.22,-40361,-160,27309,0,11133,0.09,3403,-20314,33779,0,10574,0.22,2473,-10536,35743,3786,16878,0.21,9158,-12160,52851,0,24191,0.35,7737,-24160,30841,0,17062,0.16,7663,-24160,30841,0,17062,0.16,3096,-160,47910,23298,40057,0.29
42011,10308,7312,8011,7901,5639,3987,6297,49455,7747,8011,8483,7962,2473,-160,51341.25,0,18485.27,0.43,-13558,-160,33888,0,10208,0.25,-40361,-160,27309,0,11133,0.11,3403,-20314,33779,0,10574,0.25,2473,-10536,35743,3786,16878,0.23,9158,-12160,52851,0,20812,0.38,7737,-24160,30841,0,17062,0.18,7663,-24160,30841,0,17062,0.18,3096,-160,47910,0,40057,0.33
42027,10968,7312,8011,7901,5639,3987,6393,50211,7495,8011,8483,7657,2473,-160,54501.05,3159.8,19587.45,0.45,-13558,-160,33888,0,10208,0.3,-40361,-160,27309,0,11133,0.14,3403,-20314,33779,0,10574,0.31,2473,-10536,35743,0,14792,0.29,9158,-12160,52851,0,20812,0.42,7737,-24160,30841,0,15238,0.22,7663,-24160,30841,0,15238,0.22,3096,-160,47910,0,37971,0.37
42089,10452,7312,8011,7901,5639,3987,6318,49620,7700,8011,8483,8098,2473,-160,54501.05,3159.8,19587.45,0.39,-13558,-160,33888,0,10208,0.24,-40361,-160,27309,0,11133,0.1,3403,-20314,33779,0,10574,0.24,2473,-10536,35743,0,14792,0.22,9158,-12160,52851,0,20812,0.36,7737,-24160,30841,0,15238,0.16,7663,-24160,30841,0,15238,0.16,3096,-160,47910,0,37971,0.3
42071,10776,7312,8011,7901,5639,3987,6365,49991,7721,8011,8483,8030,2473,-160,54501.05,3159.8,19587.45,0.39,-13558,-160,33888,0,10208,0.23,-40361,-160,27309,0,7422,0.09,3403,-20314,33779,0,10574,0.23,2473,-10536,35743,0,14792,0.21,9158,-12160,63517,10666,31478,0.36,7737,-24160,34488,3648,18886,0.22,7663,-24160,34488,3648,18886,0.22,3096,-160,47910,0,37971,0.3
42025,11688,7312,8011,7901,5639,3987,6498,51036,7238,8011,8483,7955,2473,-160,54501.05,3159.8,17529.83,0.45,-13558,-160,33888,0,10208,0.27,-40361,-160,32731,5422,12844,0.17,3403,-20314,33779,0,10574,0.27,2473,-10536,35743,0,11707,0.25,9158,-12160,63517,10666,28099,0.42,7737,-24160,34488,3648,17062,0.26,7663,-24160,34488,3648,17062,0.26,3096,-160,47910,0,35886,0.35
42095,11688,7312,8011,7901,5639,3987,6498,51036,8069,8011,8483,7956,2473,-160,54501.05,0,17529.83,0.37,-13558,-160,38291,4404,14612,0.18,-40361,-160,32731,5422,12844,0.14,3403,-20314,38891,5112,15686,0.28,2473,-10536,39290,3548,15254,0.27,9158,-12160,63517,10666,28099,0.34,7737,-24160,34488,3648,17062,0.22,7663,-24160,34488,3648,17062,0.22,3096,-160,51115,3205,39091,0.36
