fips,10000,15000,20000,25000,30000,35000,40000,45000,50000,60000,75000,100000,125000,150000,200000,200000+
09011,4971,4043,4084,4511,4320,4206,4047,4847,4088,9228,10482,15231,10998,7012,8668,6146
09013,1926,1232,2060,1730,1421,1856,1906,2170,1901,3476,5446,8716,6453,5019,5201,3931
09015,2543,2324,2199,2078,2077,2082,1900,2134,1690,3417,4458,6905,4105,2925,2460,1190
10001,3642,3125,2720,2726,2770,2956,2891,3110,2568,5490,6457,8763,5153,3045,2373,1353
10003,11542,7188,8099,8044,9028,9031,7806,8879,8238,15573,20644,27094,19781,13332,14513,12751
10005,4415,3269,4306,4292,4548,4255,3899,3734,3597,7152,8832,10226,6579,3600,3013,2644
11001,27619,11413,9962,10365,8557,9414,8439,10117,7701,16358,21908,29330,23828,16427,21655,34322
12001,13487,5934,5681,5615,5491,5287,4780,3889,3546,7802,7877,9340,6455,3521,3540,3892
12003,527,546,532,469,369,481,544,512,364,876,758,996,597,375,178,227
12005,4861,3494,4016,3846,4261,3629,4164,3885,3199,6128,7621,7801,3971,2575,2220,1717
12007,1102,725,498,711,607,374,343,406,367,655,908,1041,461,303,147,176
12009,15520,11877,12993,12464,13928,12777,11755,12096,10666,18433,22663,25812,16946,8858,8209,6585
12011,48158,35742,37610,36181,36519,35855,33589,33003,27634,53056,64768,77674,52610,30291,33250,31638
12013,581,286,436,341,390,433,322,219,190,439,352,374,226,103,20,44
12015,4730,4302,4601,4575,4513,4636,4246,4476,3479,6639,7612,7752,4530,1920,1707,1230
